,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
71,Alexander Murray Glentauchers 20 Yr,99.99,750ml,-1, Rich . Smoke . Oak . Malt . Complex ,-1," Speyside, Scotland- This whisky has a soft yet rich character. Sweet malt and gooseberry notes combine fantastically with rich oak flavors. A very faint hint of smoke adds complexity. ",Alexander Murray,Scotland,Speyside,Scotch,Single Malt,No Reviews
72,Alexander Murray Glenturret 30 Yr,229.99,750ml,-1, ,-1," Highland, Scotland- This 1986 vintage is beautifully aged for rich and fruity accents throughout the palate. Notes of sweet malt and orchard fruit lead to a dry, spicy, and lingering finish. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
73,Alexander Murray Glenturret 34 Yr,259.99,750ml,-1, Rich . Toffee . Malt . Long ,-1," Highland, Scotland- This 1982 vintage is beautifully aged with rich and spicy accents throughout the palate. Sweet malt, biscuit, and toffee notes lead to a dry and lingering finish. All together rich and well-rounded. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
74,Alexander Murray Highland 12Yr,49.99,750ml,-1, ,-1," Scotland- 2004 vintage, this scotch is beautifully light-bodied with great character. It tastes of sweet biscuit, toffee and honey with an oaky, vanilla finish. Enjoy on its own or in your favorite drink. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
75,Alexander Murray Highland 49 Yr,1399.99,750ml,-1, Rich . Sherry . Malt . Balanced ,-1," Highlands, Scotland - Alexander Murray brings you this extremely rare bottling , of Highland 49 year old Single Malt Scotch. Distilled in 1964 & matured in oak casks. Deep aromas of sherry. Smooth and balanced on the palate. Hints of malted barley on the finish. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
76,Alexander Murray Highland Sherry Finish,86.99,750ml,-1, ,-1," Scotland - Whiskies from the Highland region can be described as elegant and complex. With its sherry cask finish; the result is a Scotch that has deep aromas of sherry, is smooth and balanced on the palate, with hints of malted barley on the finish. Sip neat. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
77,Alexander Murray Ledaig Single Malt 20 Years Cask Strength,199.99,750ml,-1, ,-1," Islay & Islands- Ledaig is the lesser-known, peated variant produced only a small fraction of the year. This 1997 vintage has a lovely display of balance: crisp, citrus, dry and earthy peat, and sweet, textured barley sugar come together to please the palate. ",Alexander Murray,Scotland,Islay & Islands,Scotch,Single Malt,No Reviews
78,Alexander Murray Linkwood 19 Yr,119.99,750ml,-1, Medium . Fruit . Smoke . Nut . Long ,-1," Speyside, Scotland - Fruity and creamy taste with a delicat hint of smoke and malt. A dry nuttiness and luscious vanilla flavor permeate the palate which gives way to a long and smooth finish. ",Alexander Murray,Scotland,Speyside,Scotch,Single Malt,No Reviews
79,Alexander Murray MacDuff 15 Yr,85.99,750ml,-1, Medium . Herbal . Fruit . Complex ,-1," Highland, Scotland- This expression highlights toffee and cereal grain on the nose. The palate finds ample orange and ginger notes, followed by a long finish with more ginger. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
80,Alexander Murray Monumental 18 Yr,59.99,750ml,-1, ,-1," Scotland- Select Malt and Grain Whiskies have been blended to create a robust blend with rich, balanced flavors and luscious, creamy texture. Monumental blend was created to celebrate the original spirit and vision of the early distillers. ",Alexander Murray,Scotland,NA,Scotch,Blended Scotch,No Reviews
81,Alexander Murray Monumental Blend 30 Yr,189.99,750ml,5.0, ,-1," Highlands, Scotland - A recapture of the original spirit and vision of the early distillers, this exceptional blend featuring 75% single malt was finished in sherry casks for 8 months. This monumental scotch has notes of butterscotch, leather, spices with hints of cinnamon and apple. ",Alexander Murray,Scotland,NA,Scotch,NA,"{'review_1': {'review_desc': '    A wedding gift   ', 'review_cont': ' This was given to me on my 30 birthday with instructions to open only to share at my wedding in the following may.  This was a delight and a treat.  the aroma was oak but the taste said spice.  Smooth and hard not to covet.  I am sad that my bottle is almost gone.  I will save the rest for a special event. ', 'review_scor': '5'}}"
82,Alexander Murray Mortlach 19 Yr,169.99,750ml,-1, ,-1," Speyside, Scotland- All the flavors you love of Mortlach, but with a little less bite. Hefty aromas filled with hints of peat, smooth caramel, and a bit of woody and fruit. The palate is light with similar tones as the aromas coming through on the palate. A great and easy sipper. ",Alexander Murray,Scotland,Speyside,Scotch,Single Malt,No Reviews
83,Alexander Murray Polly's Cask,99.99,750ml,-1, Rich . Creamy . Cereal Grain . Apricot . Complex ,-1," Highland, Scotland- What if fine single malt Scotch whisky was finished in the same bourbon barrels used to age Californian barley wines, stouts & special Imperial bitters? An exceptional single malt: a double-barrelled celebration, a whisky that quite literally has no peers. ",Alexander Murray,Scotland,Highland,Scotch,Single Malt,No Reviews
84,Alexander Murray Strathmill 24 Yr,189.99,750ml,-1, Delicate . Oily . Smoke . Fruit . Balanced ,-1," Speyside, Scotland - Delicate, oily, and surprisingly smoky for a Speyside singe malt. You'll also pick up on fruity notes that include dried apricot, sweet apple, and tangerine. ",Alexander Murray,Scotland,Speyside,Scotch,Single Malt,No Reviews
85,Alexander Murray Tobermory 19 Yr,119.99,750ml,-1, ,-1," Islay, Scotland - Alexander Murray brings you this rare bottling of Tobermory that has a rich island character. To the nose, malt, seaweed and polished oak. On the palate, hints of spiced gingerbread and smoke. It finishes of with an elegant taste of sweetness and a hint of sea salt. ",Alexander Murray,Scotland,Islay & Islands,Scotch,Single Malt,No Reviews
86,Alexander Murray Tobermory 22 Yr,119.99,750ml,-1, Rich . Pepper . Fruit . Long ,-1," Island, Scotland- Golden in color with white pepper and fruit on the nose. The palate has layers of sweetness and fruit. Balanced between sweet and tart notes. Long, dry finish. ",Alexander Murray,Scotland,Islay & Islands,Scotch,Single Malt,No Reviews
87,Amrut Cask Strength,67.99,750ml,4.0, Intense . Oak . Citrus . Long ,91," India- Classic house style with bourbon notes fused with rich barley; caramel and coffee undertones throughout. Oak and barley flavors are followed by soft oils and a sharp jolt of blood orange citrus, softened on the finish. ",Amrut,India,NA,Scotch,Single Malt,
88,Amrut Double Cask,199.99,750ml,-1, ,-1, India- Amrut Double Cask is a unique blend from an ex-bourbon cask and a Pedro Jimenez port cask. Each of those barrels transfered to the whisky its organoleptic qualities. The bourbon casks' sweetness and generosity are gently entwined to the Pedro Jimenez casks' intensity. ,Amrut,India,NA,Scotch,Single Malt,No Reviews
89,Amrut Fusion,59.99,750ml,4.5, Rich . Fruit . Long ,89," India- Rich, barley and fruit nose with citrus, spices, a creamy sweetness and a hint of peat. Palate is oaky, rich, with gentle peat, coffee and dark chocolate notes. Long, spicy sweet finish with a touch of citrus. ",Amrut,India,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Exqusite !   ', 'review_cont': ' This single malt is smooth and very flavorful. Great product everyone should try. ', 'review_scor': '5'}}"
90,Amrut Kadhambam,139.99,750ml,-1, ,-1," India- This Amrut was matured in three casks. The casks used are Bangalore Blue Brandy, Rum, and Sherry Casks. It is rich in flavor with notes of oak and of sherry. A treasure to enjoy. ",Amrut,India,NA,Scotch,Single Malt,No Reviews
91,Amrut Peated Cask Strength,79.99,750ml,5.0, ,-1," India- Golden yellow in color; smoky, spicy, with peat influences throughout. Nose is smoky, buttery with a hint of sweetness. Strong cinnamon flavor is accompanied with honey and smoke creating a warming sensation. Completed with a dry, smoky ending. ",Amrut,India,NA,Scotch,Single Malt,
92,Amrut Peated Single Malt,59.99,750ml,5.0, Peat . Fruit . Balanced ,-1," India- Aromas of sweet cured bacon, smoke, malt and sweet peat with a touch of caramel. Palate is loaded with fruit, malt and tart. Finishes medium, with peat emerging at the end. ",Amrut,India,NA,Scotch,Single Malt,
93,Amrut Portonova,129.99,750ml,-1, ,-1," India- This Amrut was taken to Portugal, placed into Port Barrels, and then brought back to India to age. It is rich in flavor with oak and notes imparted from the port flavors. ",Amrut,India,NA,Scotch,Single Malt,No Reviews
94,Amrut Rye Single Malt,199.99,750ml,-1, ,-1," India- Amrut Rye Single Malt is the first Indian whisky to be elaborated exclusively with European rye. With this unique whisky, Amrut distillery becomes one of the few distilleries to be producing with rye. Aged for 5 years in American oak casks, this is a fruity and delicate dram. ",Amrut,India,NA,Scotch,Single Malt,No Reviews
95,Amrut Sherry Cask,59.99,750ml,-1, ,-1," India - There we go with that unique bitter-sweet overture where the oaks and barley appear joined at the hip; lovely soft oils and then a sharp jolt of blood orange citrus, which is removed by something more buttery and delicate. ",Amrut,India,NA,Scotch,Single Malt,No Reviews
96,Amrut Spectrum Single Malt,189.99,750ml,-1, ,-1," India- A first in the world whisky, aged initially for 3 years in bourbon barrels then finished for 3 and a half years in a unique cask made from a combination of 5 different types of wood. American, French and Spanish new oak, and ex-Oloroso and ex-PX sherry casks. Big and bold. ",Amrut,India,NA,Scotch,Single Malt,No Reviews
97,Amrut Traditional,47.99,750ml,4.3, Rich . Oak . Cereal Grain . Balanced ,-1," India- The nose is very powerful with oak, milk chocolate, almonds, apricots and spices. It's light and fruity on the palate, with barley and coconut flavors throughout. The finish is medium long with peppers and again the taste of the oak lingers. ",Amrut,India,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Surprised   ', 'review_cont': ' I took this Single Malt on the rocks, and surprisingly, this has a smooth taste, and nice aroma. No hangover or headache, next morning. I would definitely recommend this, to people who like fine drinks. Cheers !! ', 'review_scor': '5'}}"
98,Amrut Two Continent,109.99,750ml,-1, ,-1,NA,NA,India,NA,Scotch,Single Malt,No Reviews
99,AnCnoc 12 Yr,36.99,750ml,4.7, Rich . Honey . Fruit . Long ,91," Highlands, Scotland- Soft and very aromatic nose with a hint of honey and lemon in the foreground. Sweet taste to start with an appetising fruitiness and a long, smooth finish. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    My new favorite   ', 'review_cont': ' I found this while researching whisky for a novel, and it instantly became my favorite. Sweetish and smooth. It is reportedly a remake of a Knockdhu standard. ', 'review_scor': '5'}}"
100,AnCnoc 18 Yr,109.99,750ml,-1, ,-1," Highland, Scotland- Traditionally distilled spirit with a modern twist. Bold, full-bodied, and aromatic with a hint of citrus. Gentle spice, sweet dried fruit, and silk chocolate aromas. Candied lemon followed by a surge of vanilla custard and runny caramel on the palate. Long finish. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
101,AnCnoc 22 Yr,159.99,750ml,-1, ,-1," Scotland- Sweet biscuity aromas with hints of manuka honey and toffee apples. Full flavor with notes of Corinth raisins and citrus with hints of spice, custard and leather. Finishes long with honey and allspice. Enjoy neat. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
102,AnCnoc Blas,67.99,750ml,-1, ,-1," Highlands, Scotland - This Limited Edition expression has matured in Spanish and American oak, and has been bottled in its most natural form, neither chill-filtered nor colored. Sip neat and enjoy. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
103,AnCnoc Cutter Single Malt,52.99,750ml,-1, ,-1," Scotland - On the palate: smoky intensity with ashy overtones, a slight apple-core bitterness and a spicy vanilla heart. This is a richly phenolic whisky for the seasoned peat-lovers or those looking to shine light on their dark side of flavor and experience a truly peaty dram. Enjoy! ",AnCnoc,Scotland,NA,Scotch,Single Malt,No Reviews
104,AnCnoc Peter Arkle,69.99,750ml,-1, ,-1," Scotland- A vatting of Fino Sherry matured AnCnoc between 6 and 12 years old. Sweet sherry and baking spice on the nose. Rich, baked apple and barley sugar on the palate. Lingering finish with milk chocolate and sherry spice. Special Release. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
105,AnCnoc Peter Arkle 2nd Edition,65.99,750ml,-1, ,-1, Scotland- The second release from the limited edition collaborations of Knockdhu Distillery and Scottish illustrator Peter Arkle. Aromas of sweet vanilla with notes of rich and spicy toffee that lead into flavors of baked apple and spices reminiscent of apple pie. Enjoy on its own. ,AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
106,AnCnoc Peter Arkle 3rd Edition,75.99,750ml,-1, ,-1," Scotland- Notes of honey and lemon accompanied by apples and sweet vanilla on the nose. Spicy flavor with notes of vibrant citrus, sherry and dark chocolate that finishes long and smooth with notes of oranges and sherry. Enjoy on the rocks! ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
107,AnCnoc Peter Arkle 4th Edition,69.99,750ml,-1, ,-1," Highland, Scotland - Polished gold color. to the nose, top notes of cut flowers and lemon meringue. It opems up honey sweetness, creamy vanilla and a toouch of sherry spice. Rich and firm-textured, sweet flavors of raisins and honey, followed by orange peel and hot toffee. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
108,AnCnoc Rutter Single Malt,51.99,750ml,-1, ,-1," Highlands, Scotland - The apple now becomes fruity boiled sweets, and on into bubblegum, all sat on a cloud of smoke. Slightly chocolaty too. It can be enjoyed neat, with water, with ice or mixed. ",AnCnoc,Scotland,Highland,Scotch,Single Malt,No Reviews
109,Annasach Reserve 25 Yr,299.99,750ml,5.0, Rich . Vanilla . Dried Fruit . Smoke . Long ,-1," Scotland - The nose is reminiscent of Christmas spice with dried fruits, caramelized sugar and vanilla with just a whiff of bonfire smoke. The palate is velvety smooth with oaky notes and zesty citrus. The finish is slightly dry and lingers a while. Sip neat or with a splash of water. ",Annasach,Scotland,NA,Scotch,Blended Scotch,
